,query,Response
2135,I easily recognize this but have no control over it and need suggestions for managing my anger.,"I suggest that you work on emotional awareness. Emotional awareness basically means knowing what you are feeling and why.Emotional awareness also means that you can identify the link between the way you are feeling and your actions. In other words knowing that your feelings dictate what you do.Often feelings of hurt or insecurity can come out as anger if we cannot properly identify and express the feelings.Being emotionally aware also means that you are able to express your feelings to others.  Being unable to do so leads to feelings of frustration and being misunderstood.Many people for many different reasons are not in touch with their emotions.  For example, men traditionally have been brought up taught to not express sadness or weakness.  Therefore, many men learned to turn feelings of sadness, insecurities, or fears into anger and express these feelings as anger.  Being taught not to feel a certain emotion does not make that emotion disappear.  Instead it makes us learn how to express it in other, incorrect, ways.  If a man never learns to say “I am sad” or “that really hurt my feelings” and instead lashes out in anger, then the response they get from those around them will be to the anger and not a response to the underlying true feeling, which will leave the man feeling alone and misunderstood.You can control yourself and not explode.  Walk away, remove yourself from the situation, do whatever you have to do to not lash out.  Instead of reacting the way you normally would, go somewhere by yourself and think about what just happened and try to understand why such a “simple” thing upset you.  What is the real feeling driving these outbursts?  Maybe you can begin to recognize an underlying pattern. It might help to keep an anger journal.  Write down everything that gets you upset.  That might help you see a pattern and pinpoint what may be setting you off.  Talking with a therapist about this would be beneficial in helping pinpoint the underlying cause of the outbursts you are experience. "
1343,"My mother has Alzheimer's and she has become so nasty and mean to everyone and she always asks for unrealistic, silly or meaningless items. I get so frustrated and angry, but then I feel guilty because I know it probably isn’t her fault. How can I cope with feeling like this?","Let me first say that I am sorry you are going through this. Yes, this is a symptom of an ugly disease, but that does not make experiencing it any easier. If your mother was a sweet and understanding lady, I am sure this change in personality feels awful! On the other hand, if your relationship with her has always been difficult this can definitely open up old wounds and anger. I have walked alongside many families as they care for a loved one with Alzheimer's disease. It is unfortunately common to see mothers become cruel and mean toward their daughters. In your case, it sounds like she is not directing her anger at just you. While this may feel less personal, I am sure it makes finding supportive care for her very difficult. I have several quick tips that might help you cope with this situation. 1. Stay tuned in to your level of anger and frustration. If you can limit the amount of time you or anyone else is with your mother you can limit the caregiver burnout. It is completely NORMAL to feel what you are feeling!! However, these are the feelings that can lead to acting out and abuse when not acknowledged. It doesn't sound like this is the case for you, but healthy boundaries and exercising respite will help with your feelings of guilt as well. So, rotate care as much as possible.2. If you find yourself arguing with your mom, STOP. Don't worry, we have all been there before. No need to feel guilty, but this only serves to agitate someone. None of us enjoys being wrong and getting into an argument. For those of us who are able to logically engage with others, sometimes this type of interaction is necessary. Alzheimer's disease has robbed your mother of her logic, therefore arguing with her will only make matters worse. Try redirecting her instead. For tips on how to do this check out Teepa Snow (teepasnow.com)3. Take care of yourself and seek support. Support groups and counseling are a great way to tend to your needs during this long journey. Caregiving can be overwhelming, lonely and heartbreaking. You don't have to go through this alone. Check out Alz.org for support groups in your area."
1105,"My spouse visited the red light district a couple of years back in Amsterdam. After he got back from the trip he got me tested for stds. In the aftermath he has provided multiple versions of what happened, from having a total blackout to being touched by a prostitute. How do I know if he had sex?","Unfortunately, you will never know the true answer. This is really frustrating to hear, but you will never 100% be able to guarantee that he has given you the truth. So if you can, work on accepting that, breathing through that,He may not fully remember, he may have lied to you in the past or he is lying now. He may have been honest then or he may be honest not. As for options, you can talk to him and provide a safe space for him to tell you what happened. This could be a private conversation with you or at a counseling session. He would need to feel safe to tell you the truth. But remember, there are no guarantees. You would need to make a decision to trust him or not. And go from there. A couples counselor can help guide that conversation, and make sure that he is feeling safe to share. More important than if he actually had sex or not, I would evaluate your relationship. Do you trust him now? Were there trust issues before? Does he hide things now? Identifying your current trust levels will be important for having a healthy relationship now. Hope this helps, even if it is frustrating to not have guarantees."
2366,"My boyfriend moved in with me a few months ago. I love him, but his dog is wrecking my house. Every day we get home, there is a huge mess on the floor, and several things will be ripped up (including the couch). He's slowly eating all of the doors, and there will be food and poop everywhere. Even though I come home during all of my breaks to take him out, he still poops and pees in the house every chance. I can't financially afford to have the dog wrecking my house. I've tried talking to my boyfriend about the dog to try and come up with a solution, but it never ends well. The dog is the only thing we fight about because I want him out of the house and my boyfriend doesn't want to see him go. It’s not the dog fault though; I understand that. The dog is only a year old, and he isn't a bad dog. He's just too big of a dog for where he is; he should be a farm dog instead of a town dog. I don't hate the dog, but I just can't afford to continue having my house torn to pieces.","Every living creature needs time and support to adjust to a new situation.The dog is in a new place without the ability to understand the reason.  This may explain what sounds like the dog's agitation.  Have you spoken with your boyfriend on his opinion on how to address the dog behavior problems?Finding an answer together would be a good way of making your relationship stronger.  A lot of being a couple who live together is talking, listening and deciding together on how to handle major situations.If it is affordable, then a dog behaviorist may be of great help.  The person would guide you in working with the dog to become calmer."
2987,"I'm a teenager, and while I’ve never been to any kind of therapist, I noticed I experience several anxiety symptoms. I frequently find myself not going out and following my parent around the house. I can't go into stores (grocery stores specifically) on my own, and when I do, I have to be on the phone with my dad the whole time. I also forget things a lot.","With the way you described your anxiety, it sounds like you have different types of anxiety. I'm not sure whether you have anxiety of public places, large crowds, being alone  (sometimes called separation anxiety), or some combination thereof.One thing that would be helpful would be to track your anxiety and see how anxious you are (on a scale of 1 to 10) in different situations. Also, if you know what leads up to your anxiety, it would be good to know this as well so you can look for patterns.As for forgetting things, you could be anxious because you are forgetting things or you could be forgetting things because you are anxious. When you are having anxiety, certain parts of your brain are overactive because you are in a kind of protective mode. It's also possible that forgetting things and anxiety are not related.Something else to try would be to notice where you feel your anxiety in your body and put your hand there is a way of giving yourself comfort.Another thing about anxiety is that having anxiety can lead to more worry about having more anxiety. One thing that helps for some people is to go to the regular primary care doctor to make sure that there are no physical problems (just for the regular physical) so they know that there are no physical problems and that the anxiety will lessen in a few minutes.Also, if you are able to notice your feet on the floor or your hips in the chair, this is helping you to be mindful of your body and connecting you to your surroundings. During this in combination with naming your emotions can be soothing as well. For example, in the grocery store, if you are feeling anxious, you could say to yourself ""I'm anxious right now and I'm okay"" while gently shifting your weight from one foot to the other. No one around you would notice what you were doing and the motion may be soothing to you.Anxiety can have a lot of different causes and things that trigger it. If it is difficult for you to work it out on your own (which is very common), consider talking with a local therapist so you can have more specific ideas.Also consider making a list of people who you trust and what it is about them that makes you feel comfortable."
3179,"My dad makes me feel like shit and like I'm worthless.  He calls me names and makes me feel depressed.  I want to move out because I swear if I stay here, I'm going to lose it. What can I do?","Are you old enough to move out? Then by all means, what's stopping you?If not, is it possible for you to move in with another family member?If you're a minor, CPS may need to step in. They often do in cases of abuse. Your safety is the number one priority.It's difficult to offer advice without knowing more about your situation. But I can say this: Don't let other people define your self worth. You can choose NOT to allow him to make you feel anything. It really is that simple. By looking at it as a choice you make, you will be empowered to take control over your emotions and learn to feel better about yourself because your self-worth will no longer be defined by what someone else says about you or how they treat you.Let me say that again in a different way: Your self-worth is NOT defined by someone else. The way he treats you is a reflection of who he is as a person - not you. Don't take ownership of that! I understand that if you are a minor, setting healthy boundaries and refusing to accept this kind of treatment can be difficult. Reach out to others for help. But if you are 18 and over, there is absolutely no excuse for you to be there having to put up with maltreatment. Put up some boundaries and create the distance needed to protect yourself emotionally. You owe it to yourself, and deserve to live a healthy, happy life. Anyone who tells you otherwise is wrong."
237,"He said he would try and he never did. It's been nine months, and this is making me worse. Today, he said I have to respect whatever decision he makes. Is that true? Am I supposed to respect the decision to leave because he can't handle what I'm going through and leaves me here crying and worried every night? He's constantly changing his mind on if he wants to work it out.","If your husband is changing his mind about whether or not he wants to stay in the relationship, I wonder if you both might benefit from seeing a therapist who specializes in couples. In my training working with couples, partners come into counseling with one of three goals in mind: strengthening the relationship, getting a divorce, or making a decision. The decision could be whether or not stay together or it could be any number of other things, such as what state to live in.When you ask whether you have to respect whatever decision he makes, respecting his decision does not mean that you have to agree with what he decides. While you do not have the power to change his decision, he also does not have the power to change yours or how you feel about it. Having said that, if he is changing his mind a lot, chances are that the only decision he has made is that he needs to make a decision. Weighing the options of an important decision (any type of important decision) can be anxiety-producing its own right.The fact that you said you were diagnosed with severe depression leads me to believe that you are already seeing a therapist. Perhaps he or she can assist you in navigating through this. I'm wondering how you feel when you are around your husband. I'm not sure whether you are saying that having him there is a source of comfort for you or that it leads you to feel more sad. Maybe it is a little bit of both."
1709,"I'm transgender, I know I am, but I've only told a few friends. I know I can't tell my family because of previous conversations we've had. They just wouldn't accept it.
 My gender dysphoria is getting really difficult to deal with on my own. I need some strategies for dealing with it. What should I do?","Hi. It can be difficult to handle such a transition on your own. I work with clients to understand their needs and wants. This can involve how to communicate effectively with friends, family, and other loved ones; or, learning how to have self-acceptance. I strongly recommend speaking with a licensed clinician one on one to help facilitate the change you are looking for."
1651,"I want us all to get along, but feel that I am not being respected. Of course I do have some insecurities because he was with his ex for 8 years. He wants to see his step daughter and ex makes it so he has to go there to see her, but she doesn't want me around. She has a boyfriend, but mine fixes their vehicles, goes over once a week and hangs out with the ex and does family things with her. Since he works nights, I only see him parts of Friday-Sunday and we live together. He won't let me use his phone when I forgot mine, says his ex used to mess with it. I don't think he's cheating, but he will lie about what time he actually left her place to come home or about going over early to be with them. I feel like the other woman. She has tried to mess with holiday plans by restricting when he can see the child. He only dated once person before her, so this could be why. I don't feel he has let go enough. He is a wonderful boyfriend other than this.","How much of your unhappiness with your boyfriend's way of handling himself regarding his ex, have you told him?The topics that upset you are the core of any intimate relationship.The good news is your own awareness of priorities and expectations from a partner.There may not be any bad news, depending on whether your boyfriend has the interest to adjust what he does regarding the ex.Talking the matters you list, may open a lot of emotion and become sidetracked very easily.A couples' therapist, whose focus is on the couple, not either of you as individuals, may be useful to you and your boyfriend so that you are able to complete your discussions without getting lost by the emotions raised."
669,I am in my 30s with 2 kids and no job and I'm behind on the bills. I've been trying everything with no results. I feel like everyone else puts their needs in front on mine. I give intil it hurts and I'm afraid that I'm going to fail my babies    I've been struggling for 5 yrs in a relationship with no communication and no alone time. How can I get some support?,I would want to know where do you put your needs? Often times we show people how to treat us based on how we treat ourselves. First identify how to practice good self care which can only happen when you are authentic and real about your needs and desires. You cannot pour from an empty cup and must take find the time to explore your purpose in life. It may be helpful to seek out additional support to work on your intrapersonal relationship.
2321,"Back in high school, my friend and I used to masturbate around each other. I hate even talking about it now because it's so weird. We didn't even realize how messed up it was at the time. One time, it escalated and we ended up doing it for each other. It wasn't supposed to be a gay thing, but it sure sounds like it now that I talk about it. I pushed this away until it recently came up in my head again. I'm having a lot of trouble.","Writing about your high school masturbation times with your friend, is itself a form of acknowledging the full picture of who you are.   You are doing well to reflect on your actions in the truthful way you are doing.Also positive is that you have perspective, that at your age and social maturity, you were innocently doing something that in adult terms, would be considered in a negative way.Maybe through your more mature mind's eye of today, you can feel some compassion and understanding for your high school self.  This way your sense of self-judgment may start to dissolve a little bit more."
3499,I just feel sad all the time and I don't like anyone in my family. I feel like they're trying to control me and won't let me grow.,"Understandably the idea of someone who tries to control you, is good reason to feel sad.Your feelings sound like they are very strong and meaningful in your life.Keep in mind that your feelings about others has more to do with one's own self-view than with what the other person is actually doing.Unless the people in your family are actually interrupting and impeding your life in practical ways or by intimidation or other verbal ways to inhibit you, then there is a great chance your feelings of being controlled by other family members has more to do with your fears to be who you are than with any family members' actions."
1314,"I'm planning to have baby, so I have to quit smoking - but it's hard. Sometimes it's not a physical need, it's mental.
   I cannot help myself from thinking about smoking. What can I do to get rid of this addiction?","Hopefully you feel you have the time to follow this procedure.1. For a week - log when you smoke - time, place and activity2. Plan on cutting back 10% for a week.Cut out the easiest times.3.Next change the times and and activities for 3 days - consider water or candy or gum if it is very tough. 4. Cut another 10% each week until you are done."
1423,"My parents seem okay with other sexualities, but normally they only talk about being gay. When they do talk about bisexuality, they say things like “they'll do anything” or things that make me very uncomfortable because I am bisexual. I don't know if I am ready to come out to them.","Perhaps you are not ready to come out to your parents.  Often times our readiness is not dependent on what others' will say or how they react. But more so dependent on how emotionally prepared we are to deal with others' reactions.  It may be beneficial for you to play out each possible scenario and conclusion (eg. your parents being supportive vs. your parents being disappointed and so on). How are you prepared to deal with the outcome?  You may also seek help through counselors, support groups and/or individuals you know that have dealt with similar situations to help you prepare to discuss this with your parents.  All the best!"
2510,"I've been having this ongoing problem for most of my life now. I am a young adult, and right now, driving and even being a passenger gives me terrible panic attacks and anxiety. I can't ride in the backseat or the front seat with the safety belt on. I have to lean the seat back a bit because the pressure on my back terrifies me. I miss so many opportunities to go places with friends and family because of my fears of having a panic attack. My family offers little to no support. They think it's fake or ""all in my head."" It makes me feel guilty and at times depressed to the point where I'd rather never wake up anymore. I am not self-harming, I just feel meaningless. This constant fear has taken over my thoughts and my life. I was such a happy person. I want my life back. I want to travel with my friends and family again, but I don't know how. I've almost given up hope on getting better and just accepting the fact that I'll live with this anxiety forever.","Not having support from your family for such a significant problem, is a problem itself.How about your friends, are any of them nurturing or treat you kindly when you bring up that you've got this problem?Are any of your friends willing to accommodate the fact that right now you've got panic attacks from driving and being a passenger?Maybe being and feeling accepted while you're in this current phase of your life, would help diminish the panic attacks.If no support is coming to you, then a next step would be to evaluate the relationships in your life and to develop standards and expectations of others, especially that they are considerate of your great need at this time.Its possible you are bearing the emotional burden of a lot more people in your life than yourself.If no one wants to show they care about this situation, then release yourself from trying to please and satisfy everyone's wish that you be better, while they ignore your need for their support.Be realistic in what you're able to give back to people who want to be blind to your emotional need.Thinking this way will at first raise your anxiety level from fear of losing everyone.  Eventually, you'll stabilize within yourself and know that all you're asking for is some support for having a tough time. Hopefully, the others will be more responsive to you.If they don't you still know that you're being reasonable for what you'd like."
914,I don't know what to say. I have never really known who I am.,"Start by giving yourself enough quiet and time to remember about yourself what feels steady and consistent in your nature and interactions with others.Give yourself the freedom to your interest in having interests.  Are you motivated because of competing with others or because an activity itself feels satisfying?If you are able to develop a sense of defining yourself without fear of judging yourself, you will start coming close to knowing who you are."
252,"Two years ago, I was separated from the military into my contract for medical issues. It has emotionally destroyed me. I now basically hate myself. It's embarrassing to be separated from the one place who takes anyone. My family has been in the armed forces, and it has always been my dream. I can't do this alone anymore, and now my family is even worried.","It sounds like being separated from the armed forces is a major loss for you. It takes some time to work through the emotions related to this and it often takes longer if you are trying to work through it without a lot of support.Is there a task that you were doing during your military service that can in some way transfer into civilian life? I don't know what else your life involves, whether you have close friends or a romantic partner, a career, activities that you like to do, and many other things. You may be able to use some of the things that you still have today as a way to start moving forward in a different direction.Your military service will always be a part of you. Thank you for your service."
3163,"I know I'm ruining my life with a lot of the decisions I make.  I consistently tell myself I need to make some serious changes in my life, but I just can't seem to even though I really want to. Why can't I force myself to change?","Hello, and thank you for your question. Changing unwanted behavior is one of the hardest things a person can do. I agree with Sherry that being patient with yourself is important. Here are a few things I would suggest:1. Get clear on the behaviors you really want to change, and make sure they are behaviors that CAN be changed. Sometimes we will set a goal like, ""I want to be more confident"" but that is hard to measure and prove to yourself that you accomplished it. Saying you are going to accept a date or go on a job interview is something you can actually do, and something that you may consider to be demonstrating confidence. Whatever your change of behavior is, make sure it is something you can actually change. 2. If you are going to give up a behavior, decide what you are going to do in place of it. So, if you are going to stop showing up late for work, then you are deciding to be on time for work and demonstrating your value of being punctual. 3. If you are going to make changes, really nail down WHY you want to make them. What is it about making these changes that is important to you as a person? For example, if you have the goal of weight loss, the reason this is important to you as a person may be because you value self-care. Knowing WHY you want to make changes is both your motivation and your compass for getting there. 4. Once you know WHY you want to make these changes, I strongly suggest setting small goals. If you set too high of goals you may not accomplish them and just feel worse. So, make the goal small, realistic, and guided by the the things you want to be as a person. 5. As Sherry mentioned, finding a counselor is sometimes a good idea if you really feel stuck. Any counselor who does work with goal-setting and motivation can probably help. Be well,Robin Landwehr, DBH, LPCC"
1856,"I self-harm, and I stop for awhile. Then when I see something sad or depressing, I automatically want to self-harm.","In a way, self-harm can present somewhat like an addiction.  According to new research within the field of neuroscience there is a valid explanation for this.  When a person cuts or uses other forms of self harm, the body produces endorphins to help make a person feel better.  If a person was dealing with depression or high anxiety, that might be misinterpreted by the brain as a way to help oneself feel better and a new neural network or map might form (addiction) that would utilize this new behavior.  Another way to look at it would be thru a behavioral lens, a positive reward for a behavior, even though the behavior has other long term negative consequences.  Consider working with someone who can both have you work on and address those items that trigger your behavior and the root causes, in this case sadness or depression, and second find someone who can help give you alternatives that take into account the neurological requirement by replacing the behavior with another behavior (such as snapping a rubber band on the wrist) and working to extinguish the unwanted behavior.   Someone who is trained in Dialectic Behavior Therapy and/or Interpersonal Neurobiology would most likely have the skills and means available to address this with you."
1114,"My fiancé and I have been together for 3 years and our relationship has always been good. The only issue we had was that he felt like he wasn't getting enough sexual attention from me.    I recently found out he cheated on me with another women. He says he wants his family back but I'm confused on what to do. Is it possible for us to get past the cheating, or should I just move on?","HelloYes many couples have survived infidelity. How sincere is he with wanting to work it out?That means alot in recovery. The key is to understand that cheating is a choice. Please don't take the betrayal personal.Look at the foundation of the relationship.  Is there cracks that can be healed? How do you feel about betrayal? Honest communication is the key to healing. Never assume monogamy discuss it. No one can tell you if you should stay or go. That is a very personal decision. Start by setting up face to face time to discuss the affair and emotions.  If this may be hard please get a counselor or therapist that can meditate this journey. Just remember even if you decide to leave you still need support to heal. Just because you leave the situation,  the trauma still exists."
3502,"I am in my early 20s and I still live with my parents because I can't afford to live alone.

My mother says that if I live under her roof I have to follow her rules. She is trying to control my life. What should I do?","Hi!   I'm sorry you are having such a tough time with this situation.  I have worked with a number of young adults in their 20's who have had to move back home after college , or even stay at home through the college years.  Bottom line is that either way , it is so difficult when you are trying to discover who you are and what you want your life to be , to have to live at home.   I have even heard much older adults clients  say that when they visit their childhood home , they suddenly feel like a ""kid"" again .  The old dynamics between adults and their parents and siblings can pop right up as if they have gone back in time and are no longer adults !I would suggest that you approach your mom and say something like ""I am hoping we can talk about the best way for us to manage me living here.  I really appreciate that you are giving me a place to live until I get on my feet , and I want to be respectful of you and our home ; at the same time , though, I feel like it's important for me to have more independence than when I was younger because I am growing up and trying to learn more about myself and become more autonomous. Can we talk about what might be fair rules that we can  both live with ?"" If she is receptive , maybe you can each write a separate list of what you think would be fair and reasonable and then compare lists and try to make compromises and come up with a list of ""guidleines"" that feel fair to you both .   If this is too hard to do alone , perhaps you and your mom can meet with a therapist a few times who can help you to come  up with some kind of ""compromise contract.""   This is not an easy situation , but if you can approach your mom in a calm and ""mature"" way and suggest a planned, structured discussion that doesn't take place in the heat of the moment , your mom may be impressed by your maturity and even more receptive to working out some rules that you can both live with.Good luck !!Elissa Gross"
1932,"Is it normal for people to cry during therapy, or is it just me?",Absolutely it's normal to cry in therapy sessions. Sometimes clients have stories they never shared with anyone or never said out loud and that results to crying. Crying is a normal reaction to feeling hurt or sad or sometimes angry. I welcome all crying to my therapy room.
2960,"I'm a teenager. My dad has been jail for the last five years. It's tough, but my mom really tries to give a normal life to my two sisters, my brother, and I. I feel like I took upon a parent role when I'm the second youngest, and I'm not stable. My mother and sisters say I'm overdramatic. I’m just so hurt, and I keep breaking down.","It sounds like you have a lot of weight on your shoulders.I'm not sure what you mean when you say you're not stable and you are breaking down. If you are crying because you're sad, that is okay. If you are crying a lot or having trouble eating or sleeping, that's different than just crying sometimes because you are sad. It may be helpful to talk with a local mental health professional in your area. They can help you to figure out what you could do differently to have the role in your family that you would like while also supporting yourself and what you want."
2750,"I was in a relationship for almost five years. We were friends for a few years before we got into a relationship. He was a caring, friendly, and charming guy up until three and a half years in. He started controlling me: who I hung out with, where I was at all times, and he had a huge hissy fit if I tried to ask him the same questions. All that time, he just liked me as a friend and was cheating on me with my so-called friends. At the end, he was a nasty and narcissistic person. Now it’s hard to be social.","It sounds like you had a very confusing and painful experience in this relationship, and now you feel hesitant to let yourself get close to people. It is understandable that when we are hurt in relationships, we may have trouble trusting and allowing ourselves to be vulnerable with others.Therapy is a great place to explore the roots of present difficulties in relationships, to unpack what happened in prior relationships, and to find new ways to show up in relationships so that we can have the relaxed intimacy that we want. Often, relationship difficulties represent patterns of relating that we learn early in life which we may feel compelled to act on outside of our awareness and therapy provides an opportunity to become more aware of these patterns so that we can change them, enabling us to feel secure and to seek out satisfying companionship."
3147,"My husband and I have been married for seven years, and in that time, we have only had sex four or five times. Others have told me that most men would have left me by now. Honestly, I think I have a low sex drive or neither one of us actually knows what we are doing. I want to be better connected with my husband.","I work with many couples that experience a wide range of sexual and relationship challenges. The one aspect I tell many folks that I work with, is this: Every person and relationship is different. There really isn't a ""normal"" amount of sex a person should have or want to have. If having sex 4 to 5 times in the course of your relationship is satisfying to you and your husband, there is nothing wrong with it. If you or your husband would like to have sex more often, I suggest talking with a counselor about this to find ways to engage in a sexual life in which you are both satisfied. The aspect of connectedness is an important one. While sex can be very connecting for many couples, it isn't the only way to connect. I find that communication about the matter of frequency of sex, checking in to see how you and your husband feel, as well as communicant about your needs for connection are an important start to fulfilling this need."
3197,"I have a fear of something and I want to face that fear to overcome it, but I don't know how. What can I do?","Fear is a part of life. In fact, our five main emotions are joy, fear, sadness, shame, and anger. We tend to spend a lot of time and energy running away from or trying to get rid of most of those emotions and the more we do that, the more we set ourselves up for failure and disappointment. As a result of viewing our human emotions as ""bad"" or ""wrong,"" we often get caught up in a trap of thinking we have to overcome them or get rid of them before we can do what matters to us. In reality, you can do what is important to you while having your fears! My question for you is, what would you do if this fear was completely gone? What behaviors would you have if you were the ideal you? What skills, knowledge, or personal qualities would you develop? What kind of relationships would you have?I imagine your fear has kept you from achieving those goals because your mind tells you you can't do it until the fear is gone. I challenge you to do the following exercise:What is a goal you would like to achieve? Example: I would like to change careersWhat actions are necessary to complete this goal? Example: see a career counselor to determine my ideal career, go back to school/get a certification, network with others in my desired industryWhat thoughts, feelings, or urges might get in my way? Example: thoughts of ""What if I fail? I'm not smart enough. I can't do it. I'm too busy to put energy into this."" Feelings of fear, shame, excitement. Urges to distract myself through drinking or watch tv instead of taking action.It would be helpful to remind myself that: example: It is natural to have these thoughts, feelings, and urges but I can take action anyway. I deserve to have a fulfilling life.The smallest and easiest step I can take now: example: research career counselors in my area and write down their phone numbersThe time, day and date that I will take that first step, is: example: Tonight at 7pm At least think through these answers but it is most beneficial to write them down. I hope this helps!"
3130,"I was raped a couple months ago, Since then, along with other unfortunately events that have occurred, I have been having trouble feeling emotions. It's almost as if I'm a sociopath lacking any feeling. What can I do to change this?","Terrible things do happen in life, and I am sorry to hear about what happened to you. Please rest assured that you are not a sociopath, and that your reactions are normal responses to traumatic events. I'm guessing you are experiencing a sense of numbness, which is a common response to trauma. The best thing you can do is to get some trauma counseling with a professional counselor.  As you process your experience, you will be able to feel emotions again. However, the first feelings to come back may be related to trauma, such as fear, panic, and a sense of hyper vigilance. A professional counselor will be able to help you tolerate these feelings, manage them, and heal from your trauma."
2692,"I have been dealing with depression and anxiety for a number of years. I have been on medication, but lately my depression has felt worse. Can counseling help?","From whom do you get anti-depressants?This person should be talking with you to know whether the pills are helping or not.Trust your own instinct that the pills aren't helping you.Pills work differently for everyone and not all people feel better from them.It is also possible the particular pills have lost their effectiveness because after around six to eight months, this usually happens.Try to understand what is depressing you.  This is slow work since you may have many theories.Just by addressing your own emotional needs and life structure in a caring and respectful way, may improve your mood so that you'll feel less depressed."
2337,"I am always arguing with my father. He gets stressed over work and health and talks to me in a tone of voice that seems very demanding and seems more like yelling. I get upset often at this. Am I too sensitive? He always says I am overreacting but never seems to understand that he is hurting my feelings. No matter how often I try to tell him this, he never listens.","Thanks for the question. Regardless of whether or not you are sensitive, it is okay to want better communication with those who are important to you. When we feel that we are being talked down to or being ridiculed, it is difficult to not take it personally. It sounds like you have taken the first and necessary step in resolving this by bringing up the issue to him. Is it possible that the delivery of your message is causing him to feel blamed or defensive? Try communicating with him during a time when you are not upset and when it is out of context. Begin your statements with ""I"" as opposed to ""you."" For example, you can tell him, ""I feel angry when you raise your voice at me"" instead of ""You always yell at me."" Also, avoid using black and white terms such as never and always. Additionally, offer sugggestions as to ways that he can better communicate with you. Maybe he just doesn't know how to. Lastly, when delivering a message, I like to use the sandwich method by starting off the discussion with something postive and ending it with something postive. For example, you may say something to the effect of:""Dad, I enjoy the discussions we share and really value your opinion. There are times that I feel angry when you talk to me aggressively. Perhaps you can try talking to me using a calmer tone when I bring up heated topics. Let's try and work on this together. I will try to be less sensitive and I am asking that you be more calm.""I hope you find this useful!"
298,"A girl and I were madly in love. We dated for over a year and were even talking about marriage and future plans together. She moved away for school, and we attempted a long distance relationship. We eventually broke up. It's been a year now, and I still haven't lost my feelings for her. I still love her the same way I did. I've suffered from depression ever since the breakup and have been unable to connect with anyone else. It's damaging me and my life.","Hi Boise, I'm sorry that you've lost this love. The fact that you were planning marriage and a future tells me that you meant something very special to each other at that time. It's different now...you're not together anymore, but you can't accept this, right? Good for you for identifying that this situation is damaging your life. You've been grieving for longer than you were together. Oh, but really you've not been grieving...you're stuck still loving her instead of moving forward. Unrequited love is a recipe for eternal heartache. Let's look at some possible blocks to moving forward.It could be that there's something unfinished for you. Maybe you felt hurt and you didn't have the chance to say so, or you felt you hurt her and you didn't have the chance to make it right. Maybe there's a burning question you need to ask or something else you need to say. Maybe you want to tell her you've never stopped loving her, and see if she feels the same way. If this is the case, you have two choices, right? You can reach out and say what you need to say, or you can stop ruminating on that question and let it go. If you reach out, there's no guarantee it will go well or that she'll even respond. Maybe write her a letter and don't send it (or send it...it might be worth the risk). Use the next paragraph to help you decide. Do you know how she feels? How did it end? Did she end it? Was it ended just because of the distance, or are there more differences between you that didn't work? Sometimes people are so in love that they can't clearly see that the other person isn't in love with them anymore. Use the information you have about what she wants for her life...can you honour what she says she needs? If she's asked for distance, you would do well to honour that.A key to moving forward: look at your thoughts and where they're getting stuck. Write it down. What bad thing can happen if you let it go? Or ""If I move forward, that will mean...""  Keep going...what would be the worst part of that?  This kind of exploring can help you identify your stuck place.It is possible that you've turned this ending into some kind of negative meaning about you or your future. As in ""If this person doesn't love me, then I'm unlovable"", or ""No one will ever love me as much as she did"". So your need to cling to her in your heart is your way of rejecting that negative message about yourself or the future. Can you find another way to reject that message? Try saying these things to yourself:I know she loved me. There is evidence of that.I was a good partner. There is evidence of that.It's part of life to fall in love and then have to move forward...I can do this and learn from it.Many people like me...that's how I know I'm lovable.It's normal to feel sad. I'm grieving a lost love.I want to move forward and not stare in the rearview mirror.I know more love awaits me if I can get fear out of the way.If this person loved me, others can too, (but not if I'm clinging to some old memory)These are the kinds of things a therapist would explore with you. I wish you well!"
1762,I just need to know if I'm really crazy or not.,"Do an internet research on psychosis symptoms and see if you have several of the symptoms.  If you do, seek a medical evaluation from your primary care physician.  There are great medications and psychotherapy that can help you live your life to the fullest.  There a many people who are diagnosed with psychosis and living a productive life."
